# E0_std_1 E0_std_2 gamma_1 gamma_2 Ru E0_mean alpha Cdl k0 E0_mean_offset
9.244381490546584035e-02 8.820833943252723297e-02 3.565913684240045824e-10 3.727731105347550967e-10 3.669117391359216072e+02 -4.255433928697048285e-01 4.000000000000000222e-01 2.115283671814065616e-04 1.653796538797800508e+02 7.384156447876762119e-02
7.885851454354253498e-02 5.981778556458266366e-02 3.348363774575950480e-10 3.973341642954974647e-10 3.662741896216381861e+02 -4.465649714003404602e-01 4.000000000000000222e-01 2.052067567154015621e-04 8.932106610828942905e+01 6.807602649557802088e-02
8.303045358043432966e-02 6.498983267448006640e-02 3.031939335988930623e-10 4.805909391846447012e-10 3.534317455414285973e+02 -4.256787481169730381e-01 4.000000000000000222e-01 2.170231830105638421e-04 1.499613622034641480e+02 8.125043457366559752e-02
8.830569611514514639e-02 6.314481217354878106e-02 3.010468642995717397e-10 4.729484866048334534e-10 3.599990146568650289e+02 -4.224880480324955112e-01 4.000000000000000222e-01 2.019510280497152654e-04 1.437725313719304552e+02 7.161097861740545190e-02
7.164292242667674726e-02 6.511067545910972920e-02 3.016630461709404755e-10 4.278648429831638182e-10 3.348079620817948125e+02 -4.319986495923338055e-01 4.923302121581262791e-01 2.077045773024979497e-04 1.556838851508145183e+02 6.467652426701891999e-02
9.837258155407889448e-02 7.390544691494144169e-02 3.119140383182989221e-10 4.748954262993154265e-10 3.998785636737072764e+02 -4.212558149476850478e-01 4.913672148617529989e-01 2.045359332841901025e-04 1.230452274033488891e+02 2.913664108953268814e-02
9.100398388597216726e-02 7.114293410403146889e-02 2.904130305777805782e-10 3.588321367889021919e-10 3.407019162033380439e+02 -4.241431668872713834e-01 4.000000000000000222e-01 2.089213212465284165e-04 2.440409120085297161e+02 6.761387828648388054e-02
8.753136961587847098e-02 5.752670801570272663e-02 3.062571825219964867e-10 4.988654541693863539e-10 3.569315469961299527e+02 -4.242627364833052583e-01 4.000000000000000222e-01 2.172870083595012508e-04 2.943043050886907395e+02 7.256984205079795858e-02
8.838748339039444180e-02 6.299589038008231168e-02 2.856243891789758917e-10 4.211346680330698058e-10 3.335952674166582597e+02 -4.211226698789023448e-01 4.000000000000000222e-01 1.779254569553289104e-04 1.342826839752434580e+02 8.670944099563444862e-02
8.988504910576737561e-02 6.447256484157161405e-02 2.558748804974248452e-10 4.422545787927589817e-10 3.959669534921374634e+02 -4.269334433582278598e-01 4.000000000000000222e-01 2.080144256304072392e-04 2.384428951076649525e+02 2.848293172229708278e-02
9.915814988065002611e-02 5.576188506278433737e-02 3.081545348445080401e-10 4.399896167375633306e-10 4.173919336271553675e+02 -4.173666203744097469e-01 4.000000000000000222e-01 2.035775450214218258e-04 2.698163556841253694e+02 8.129565527391295621e-02
8.844595310081726502e-02 5.969635523187431098e-02 2.949319867111888289e-10 5.001725579146466252e-10 3.613214315861194450e+02 -4.265859576440900747e-01 4.000000000000000222e-01 1.997837801458929904e-04 3.515656360795970841e+02 6.952983832495224226e-02
9.059586791932382199e-02 5.807278385631284984e-02 2.909333520137971852e-10 4.121839464080238026e-10 3.221177414118050137e+02 -4.256207190410825070e-01 4.000000000000000222e-01 1.879268012591383467e-04 3.007520325027941794e+02 9.215707167407033440e-02
9.213773047578088793e-02 7.993253273538628023e-02 3.351141746163324157e-10 3.704297671431771141e-10 3.566448646921572276e+02 -4.239180048075154028e-01 4.000000000000000222e-01 2.132226614787093987e-04 6.541971835654717324e+02 1.079284792143844207e-01
8.955123368397209516e-02 6.288769213485388698e-02 3.657275552945302238e-10 3.426589893653139136e-10 3.303138195900249912e+02 -4.209749414230027353e-01 4.000000000000000222e-01 2.040786391801345545e-04 8.966003968811114078e+01 6.662997226312816768e-02
9.738010528059279358e-02 5.670196658261505290e-02 4.138818327340538218e-10 3.752707969972736658e-10 3.089056291315586691e+02 -4.258467863647278917e-01 4.000000000000000222e-01 2.130638231120822533e-04 9.953213056969691763e+01 5.513539794100028729e-02
9.030808966527588411e-02 6.434517743156854819e-02 3.012347616055664203e-10 3.946080191970264813e-10 2.853536927382305635e+02 -4.266510750306966582e-01 4.000000000000000222e-01 2.017090157446293445e-04 9.347209348849527544e+01 5.704183322198010803e-02
9.194041010395236080e-02 8.728944842820345051e-02 3.570754570274147082e-10 4.970952537593135848e-10 3.584620570090514207e+02 -4.299511167582469873e-01 4.000000000000000222e-01 2.177593640712309942e-04 1.378379691460800132e+02 6.648449141346420010e-02
9.244366192543355953e-02 1.054852827103468643e-01 3.612432621510275867e-10 4.879025879209632134e-10 3.580455522552798584e+02 -4.280866761074740845e-01 5.088941708016923027e-01 1.980105234479582468e-04 1.268401034874037805e+02 5.497249139792096534e-02
9.261711570441022445e-02 9.570018762622438391e-02 3.587535161351153672e-10 4.084821834162142212e-10 3.498498978018808430e+02 -4.306564586333855305e-01 4.000000000000000222e-01 2.189995084145254269e-04 1.619681501862797859e+02 6.589349501719357627e-02
8.072407213816454319e-02 6.653616164368229835e-02 3.263348996289219276e-10 3.235685071447957929e-10 3.908586837270015621e+02 -4.236363607913810059e-01 4.000000000000000222e-01 2.109123753258997298e-04 1.298336141756495294e+02 6.415635251424600671e-02
7.459784702386966504e-02 5.488373858513501818e-02 3.082547802238633935e-10 3.124402664771273876e-10 3.452192170544292367e+02 -4.256283363330435332e-01 4.000000000000000222e-01 2.183025876903151117e-04 8.876970849012791120e+01 6.678291501987861090e-02
8.014335427423589786e-02 5.903518054130884457e-02 3.206562530304021796e-10 3.717010164195952093e-10 2.972511936624869122e+02 -4.261773880543603399e-01 4.000000000000000222e-01 2.157094262153695478e-04 8.500573613568471387e+01 5.558407818171669929e-02
8.870207553908951437e-02 7.548303510457614329e-02 3.587420740703386719e-10 3.964940910579988627e-10 3.439855984760215506e+02 -4.171284807526743910e-01 4.000000000000000222e-01 2.040543683449134440e-04 1.325967089331281556e+02 5.634784648075719105e-02
8.607513249705767144e-02 6.417152545417424692e-02 2.751802354884641491e-10 3.653101077950154297e-10 3.167886267734575085e+02 -4.215474059292033115e-01 4.000000000000000222e-01 2.057182938643996361e-04 9.716520890989227155e+01 6.314906811007789389e-02
8.534757293306872994e-02 5.184657466404157117e-02 2.648365868047077893e-10 3.080401704916591840e-10 3.817470903759050884e+02 -4.302711147505887679e-01 4.000000000000000222e-01 2.096538887673480677e-04 8.732857431684237781e+01 6.447293209667098735e-02
8.657719545461628474e-02 6.295784719850228139e-02 2.958657228434939915e-10 3.826351528299611052e-10 2.874319527396992271e+02 -4.196585252271534117e-01 5.375898432156109852e-01 2.245126148716119401e-04 9.144298980490290774e+01 5.871620377311424777e-02
8.521776762870084121e-02 7.032496651267985954e-02 3.256497798120169601e-10 3.548251846833640601e-10 2.811474264520996940e+02 -4.236513343658784847e-01 4.000000000000000222e-01 2.347994379832713950e-04 1.098000647043855622e+02 5.732708026875944080e-02
8.798207442104848119e-02 6.399478947277771612e-02 2.802242293949328029e-10 3.269211562906766590e-10 3.027236150994641548e+02 -4.177900147813735643e-01 4.000000000000000222e-01 2.414664771499004507e-04 1.949516616705171828e+02 0.000000000000000000e+00
9.159341208799660905e-02 6.233008553422704490e-02 3.890428729566511145e-10 3.297522507220141799e-10 3.321178908577193170e+02 -4.315617811218608324e-01 4.000000000000000222e-01 1.977653809694042994e-04 1.209270759418321290e+02 6.209900083011320876e-02
9.464841905999070437e-02 6.656196116523747930e-02 3.948859012497340454e-10 4.038693238262880593e-10 3.323582487212939895e+02 -4.357470537761208296e-01 4.000000000000000222e-01 1.901371844596908478e-04 8.710654644256194956e+01 4.876157892980662739e-02
9.626713592131491692e-02 6.883837509634248286e-02 4.245227298017388277e-10 3.396395073517931768e-10 3.337285270668802468e+02 -4.336731246348436430e-01 4.000000000000000222e-01 1.936612099155539618e-04 1.000408196214723517e+02 5.139727318144134832e-02
9.397762908428899942e-02 7.042038008931345017e-02 3.559893493106541242e-10 4.185811864222499729e-10 3.456132091720526205e+02 -4.380007566217867243e-01 4.000000000000000222e-01 1.924120487644066162e-04 1.243557383769826998e+02 4.094716279119948316e-02
1.199999999999999956e-01 6.591303318025659719e-02 3.828572629057538715e-10 3.758145802632688931e-10 3.565561534949735005e+02 -4.317326046495316705e-01 4.000000000000000222e-01 1.929978909035395080e-04 1.322559582958562032e+02 8.852470993360161966e-02
9.144972185727877345e-02 7.796158323332788576e-02 4.623790492558809012e-10 3.448978001850666589e-10 6.836746824288989046e+02 -4.264189949098090016e-01 4.124381602560461824e-01 2.087089172620336570e-04 1.512490078424962121e+02 6.413786191130713132e-02
8.299780488090724440e-02 7.371897343776208367e-02 4.400516182979802725e-10 3.318056066084075990e-10 7.502068481587671158e+02 -4.243621407984535798e-01 4.600148057668472790e-01 2.068840078475946782e-04 1.798977320397432607e+02 4.175886299305608257e-02
7.025269289124615180e-02 6.632829375507894032e-02 2.743029847011675974e-10 3.689980406242109871e-10 3.536241594447518537e+02 -4.363056784271245880e-01 5.999999999999999778e-01 2.210252095862236396e-04 9.461828339628166873e+01 6.203873097585763802e-02
8.374934027380548374e-02 8.730376155939552352e-02 3.224121832429874598e-10 3.701341737430900429e-10 3.709686471425212630e+02 -4.278995927890308915e-01 5.999999999999999778e-01 2.052322727269656206e-04 1.756091063096885705e+02 4.886868842848788447e-02
8.575358165544161304e-02 9.537199239254848249e-02 3.239184008767385136e-10 4.034177396084889557e-10 3.769412999855825888e+02 -4.307229670154496537e-01 5.612807546980975726e-01 2.074904700767485571e-04 1.751154770249141848e+02 0.000000000000000000e+00
8.628809243490469238e-02 6.042015130903199971e-02 3.192365511589270967e-10 3.538510411052774460e-10 3.161030192973588555e+02 -4.283204929258658811e-01 4.000000000000000222e-01 2.227014589316895880e-04 1.627306536887282959e+02 1.966617772273290474e-02
6.745282286381203141e-02 7.931344724761178744e-02 2.658860696405032913e-10 3.943644552761650674e-10 4.062737671674049693e+02 -4.220677172224796547e-01 5.999999999999999778e-01 2.147738545107358776e-04 2.201098160356842470e+02 3.809858804927257481e-02
9.093443489493691079e-02 6.919903636627387777e-02 3.613166842362322601e-10 4.151101052221620793e-10 3.382855170555936866e+02 -4.287462841933011859e-01 4.586701712997094393e-01 2.084018815026569328e-04 1.056075729978458213e+02 4.808025399287019913e-02
9.125175094942114540e-02 6.022130407158757942e-02 3.540738270864179536e-10 4.191145172691087406e-10 3.087483274904570294e+02 -4.301041909054856838e-01 5.316637232940366609e-01 2.061278004098251028e-04 6.232186304446325664e+01 5.207824059336217670e-02
9.147843471777682145e-02 6.405603425209310808e-02 3.273653257136992766e-10 4.005886858277199795e-10 3.326016881191640095e+02 -4.294388114675335988e-01 5.125109502013102114e-01 2.007488598387599488e-04 7.805060515271942734e+01 5.802136832620004986e-02
9.222587039964942612e-02 6.447007975114031619e-02 3.467839447719921744e-10 3.917689738730960931e-10 2.876525595226402174e+02 -4.334887695390072793e-01 4.000000000000000222e-01 2.095955956812622662e-04 8.299322292584561467e+01 5.693402572454740740e-02
8.879198520151000695e-02 7.237408783425759717e-02 3.594769466315151910e-10 4.111827392506095466e-10 3.782725112437139501e+02 -4.249899294871435362e-01 4.584421050249487539e-01 2.055503595316394950e-04 1.910905211610104288e+02 6.919945686774954530e-02
9.004693499913177246e-02 8.021246488736236135e-02 3.327989232184100185e-10 4.928807289028951572e-10 3.157432640418380174e+02 -4.305284600132410766e-01 4.343498240830868107e-01 1.987407187782793934e-04 9.317728625362744310e+01 5.089451774427698749e-02
8.926240027514308062e-02 7.021390017508501169e-02 3.913418396350691023e-10 3.881868575902375380e-10 3.156440373390936429e+02 -4.261873622731207067e-01 5.999999999999999778e-01 1.895556713248943261e-04 7.392995857657194847e+01 5.734238726038686645e-02
9.413085148582885087e-02 6.511973555324564178e-02 4.421472056153341017e-10 4.071554111229439965e-10 2.973105786938954793e+02 -4.355229429249234396e-01 5.154569202365997249e-01 1.810204302015030000e-04 7.892086019454717416e+01 5.927298671781797840e-02
9.650116601883904077e-02 8.429887892166672281e-02 3.471390601397334525e-10 4.342781025014094109e-10 4.097402831398963485e+02 -4.222885220030577758e-01 4.000000000000000222e-01 2.047275687925029588e-04 2.245845053483830895e+02 7.561907920650388915e-02
1.040533107591641859e-01 5.942631452872784714e-02 3.651222259881321366e-10 3.086391078554306026e-10 3.755488426467179579e+02 -4.351633161140324724e-01 4.000000000000000222e-01 2.035100851973637662e-04 1.931666829512365098e+02 7.236265610286975181e-02
1.177028147443187622e-01 8.089685461223125595e-02 3.807953440053645442e-10 4.461860026608852999e-10 3.788194633395938808e+02 -4.270167246848867171e-01 4.000000000000000222e-01 2.030663291728471934e-04 1.927623781506655689e+02 6.433971196865481690e-02
8.557544804428036944e-02 6.152254460535858810e-02 3.594861268536271443e-10 3.595678239148799771e-10 3.573821194406477275e+02 -4.399980238635568530e-01 4.789758026735996821e-01 1.990751685849109515e-04 9.828226643134918561e+01 6.739564740470513349e-02
7.812086378762249372e-02 6.644501428295651602e-02 3.377418472606606908e-10 3.532181448530963467e-10 3.534969404809210118e+02 -4.321435563698254878e-01 4.000000000000000222e-01 2.104681481361953726e-04 1.328881490258285112e+02 4.906311045910801555e-02
8.074533818435511434e-02 7.753477184113219400e-02 3.117697551239100988e-10 3.852134668578757125e-10 3.553353207535897695e+02 -4.346344752659082045e-01 4.000000000000000222e-01 1.964359487428344968e-04 1.057891524645841912e+02 6.414360731512308567e-02
8.626073870925823894e-02 8.778459640973801381e-02 2.923721734378932619e-10 4.649365030836332364e-10 3.330527761389422494e+02 -4.247860970181375206e-01 4.738123416521717868e-01 2.090786787403377440e-04 1.084492987535534070e+02 6.892193638728179306e-02
1.004972721570428218e-01 5.402203980093030905e-02 3.260099170660313639e-10 3.478760241066370458e-10 3.472155836713503163e+02 -4.286214468645038189e-01 4.000000000000000222e-01 2.043992856217600139e-04 1.175564591584254828e+02 5.340044934534647625e-02
8.830483832454394388e-02 6.648633917804959437e-02 3.142929086708582687e-10 3.363221844602224087e-10 3.396580757894637372e+02 -4.241638086609111902e-01 4.000000000000000222e-01 1.841634868192679674e-04 1.089718993030382421e+02 5.974826182145690640e-02
8.796438878540387141e-02 7.894690834776040000e-02 3.190511607354441599e-10 2.797234640487024048e-10 3.399456688424900221e+02 -4.280841051725292057e-01 4.016605636685774416e-01 2.111962501880210999e-04 1.560749933022171092e+02 5.914698442747264723e-02
8.424014527256772078e-02 1.108769888161936917e-01 2.813517981796466012e-10 4.095783027219939587e-10 3.549060343631507521e+02 -4.209163014770084255e-01 4.000000000000000222e-01 1.811801466412011859e-04 1.374899857945919166e+02 2.942501270056176871e-02
6.710775082358878818e-02 1.199999999999999956e-01 3.345459568899052686e-10 4.715097453659333909e-10 6.595523720170207298e+02 -4.343242748202348347e-01 4.000000000000000222e-01 2.265184874095145658e-04 2.072750025215536027e+02 8.220624177447194425e-02
5.707381354060632461e-02 8.383731916811050511e-02 2.670664802406640363e-10 4.363918940421376138e-10 6.742136952277055570e+02 -4.287939782625935226e-01 4.000000000000000222e-01 2.472493138218998941e-04 1.297423321234037701e+02 6.606464384118461430e-02
6.248669191130711009e-02 9.523737005109608744e-02 3.561995582062975896e-10 3.813930496855766070e-10 6.491785194714173031e+02 -4.229988534410249468e-01 4.000000000000000222e-01 2.409950612123664532e-04 2.126597326887759039e+02 5.801296521482927904e-02
9.778540587317226251e-02 6.024139394166107275e-02 3.656532295209599476e-10 3.597605766176275132e-10 3.428264502511647152e+02 -4.296300996002659911e-01 4.000000000000000222e-01 2.031794657389458369e-04 9.802298798524947188e+01 6.274730357344376896e-02
9.403267641877287308e-02 5.844150452534398882e-02 3.505180877849527151e-10 3.544880572020769067e-10 3.320918350589553825e+02 -4.377914549676575895e-01 4.305130160590031063e-01 1.956962590206357011e-04 1.023853835851061405e+02 6.454850415218937876e-02
9.025729913275272465e-02 5.894859262410172274e-02 3.076448295410142736e-10 3.342010216467777246e-10 2.980540089842667157e+02 -4.255202776832107681e-01 4.000000000000000222e-01 2.001222255320741150e-04 1.013496760162478694e+02 5.541728296068801352e-02
9.639740311689255770e-02 6.584909543589628766e-02 3.230082520099630320e-10 4.307857550961205374e-10 3.071987517581429188e+02 -4.283606259905651248e-01 4.000000000000000222e-01 2.079555619788013684e-04 1.069464672764544133e+02 6.240036339788600228e-02
8.763145113820121346e-02 6.505316824722312541e-02 3.222866349680918524e-10 2.840071213198445015e-10 3.002811746188630195e+02 -4.278754107284425956e-01 4.000000000000000222e-01 2.142293484084211981e-04 1.151789550080532649e+02 6.224833580507773551e-02
9.056876366115960975e-02 7.262951284910004746e-02 3.312195438599329539e-10 3.121275474497823515e-10 3.469998360498483407e+02 -4.255570775230991809e-01 4.000000000000000222e-01 2.092905305549821603e-04 1.704942410902205268e+02 8.814075577937620365e-02
8.256155217032266902e-02 6.276982514494204579e-02 2.927510865598747327e-10 4.158513794445141612e-10 3.376633841101759117e+02 -4.205126244701458682e-01 4.000000000000000222e-01 1.871955721431244621e-04 9.532958364509356386e+01 5.879437990661657426e-02
7.491645574298554100e-02 6.723312438854522899e-02 3.300976585002411021e-10 3.802776588481995138e-10 3.243417398710438420e+02 -4.361209519649135169e-01 4.000000000000000222e-01 2.203519897559815238e-04 1.257823156161899902e+02 7.965591766815885433e-02
8.698799053206882070e-02 6.665690247593343554e-02 3.128898911075184998e-10 3.542134297062536759e-10 3.852407585289511189e+02 -4.219459918022153699e-01 4.271968506209259386e-01 2.065495461368707978e-04 2.057722306590828225e+02 1.550245808310768587e-02
6.249633749755900691e-02 6.107059707802265508e-02 2.674835627909803629e-10 3.714288567405883887e-10 3.348307132613894055e+02 -4.260281750662745504e-01 4.000000000000000222e-01 2.039401165897838366e-04 9.989330923720829958e+01 6.550371132825941189e-02
7.079396231324090738e-02 6.102446509888213855e-02 3.226052426677122535e-10 3.299057636355594849e-10 6.540549476280108365e+02 -4.264612502821634177e-01 4.371603762968073181e-01 2.270563019149176567e-04 1.737543134207705862e+02 6.355293443806060705e-02
7.607613306481697535e-02 7.338224453783065426e-02 3.831410212405450746e-10 3.925363432477880897e-10 6.736257445408085687e+02 -4.272071976307154628e-01 4.726184972370302551e-01 2.335163116875553686e-04 1.794493721830937147e+02 6.556978328820274593e-02
7.211769196949398275e-02 4.920522128290068242e-02 3.942825308795220759e-10 3.415350047215712864e-10 6.995673199217761749e+02 -4.178925594151057243e-01 4.779802553950468491e-01 2.263126403143652754e-04 1.682753348818074528e+02 1.048271373630531855e-01
6.130456905890400987e-02 6.439623950459234802e-02 3.510456328297803419e-10 3.614784242612042989e-10 7.136545225019273175e+02 -4.320989602497592452e-01 4.257086731393789902e-01 2.338746832328417939e-04 9.107382454558705831e+01 5.676422846943681572e-02
6.087817094422236924e-02 6.315463241787577786e-02 3.373474791991533248e-10 4.070693021624209916e-10 7.762280317069178182e+02 -4.235301385691991882e-01 4.055952125683237042e-01 2.137119090551503565e-04 1.209088901950249948e+02 7.475587639937981976e-02
6.141227578797659598e-02 4.744214142525159106e-02 3.121094471473594014e-10 3.544057937537185621e-10 7.641748288791818595e+02 -4.214067188110870998e-01 4.468782645966268841e-01 2.133734418478520532e-04 2.072948898767439516e+02 2.935253722059960949e-02
9.257014488773862571e-02 7.478795141401230195e-02 3.444246728348289252e-10 3.597163565056729466e-10 3.203854617539668652e+02 -4.260618687935400217e-01 4.000000000000000222e-01 1.989610831934551306e-04 1.320889486056878752e+02 7.351546641949073535e-02
9.491565289286174600e-02 7.812297404057406969e-02 3.410848325091971056e-10 4.643517229948033902e-10 3.026665361443209576e+02 -4.289787133693677146e-01 4.000000000000000222e-01 2.115842488879248222e-04 1.078206993070982662e+02 8.552495283799234349e-02
7.919434267283620432e-02 9.360456528506062857e-02 3.605765659107038935e-10 4.636707756543727096e-10 3.632989184733980323e+02 -4.311135730373065744e-01 5.999999999999999778e-01 1.985411700987422970e-04 1.552966311200480618e+02 5.205588021353258626e-02
9.420667898949204588e-02 8.463781132800247964e-02 3.456719898162257280e-10 3.455182692716111797e-10 3.694492480123299742e+02 -4.304286757422044474e-01 5.404214828132720694e-01 2.069608184824114146e-04 1.835282182552364532e+02 3.608448055087497969e-02
9.392756905494588360e-02 8.490482902928089826e-02 3.221051514405300137e-10 4.970013687278622295e-10 3.716570209502965554e+02 -4.243500671005614455e-01 5.451635712138279688e-01 2.005707069158408186e-04 1.188821635963696224e+02 6.252600539460732854e-02
1.062795217430079764e-01 7.602600571616270619e-02 3.357493080025461574e-10 3.401539022281321736e-10 3.705436431711808041e+02 -4.275753663167477514e-01 4.000000000000000222e-01 2.003947261946614040e-04 1.481618083456569082e+02 7.085548104881289611e-02
9.044476527614793426e-02 6.568802162237824538e-02 2.992664050817656178e-10 4.284265679013856181e-10 3.696989961752179283e+02 -4.299095083521912164e-01 4.570922054632940434e-01 2.067014236077382679e-04 1.070980519417476984e+02 5.398015822601391622e-02
7.819147280883878559e-02 6.858597809756813990e-02 3.246999783087224687e-10 3.576417554758813787e-10 2.838870968188815027e+02 -4.314734452781712193e-01 4.368615262687488010e-01 2.102310047993423880e-04 9.604213217675790304e+01 6.317493251501089813e-02
9.137004340732839125e-02 6.607350243175857951e-02 3.023880117615369011e-10 3.181493863092843584e-10 3.004155057341801580e+02 -4.301853526553535145e-01 4.000000000000000222e-01 2.134477757202924353e-04 1.217058342691657629e+02 5.715698938280794339e-02
8.397247783297172308e-02 6.691883255115091411e-02 3.795260840980764479e-10 4.283583713047915290e-10 2.789161808646135228e+02 -4.298365181160358484e-01 4.591309280730941356e-01 2.301808211685025759e-04 1.073350940397904196e+02 6.774991516346955123e-02
7.348549826795111595e-02 6.396166249289871042e-02 3.749034440199503718e-10 3.067043991697029764e-10 7.082496329405219058e+02 -4.110786155971705713e-01 5.999999999999999778e-01 2.107653438265851963e-04 1.480043658523557895e+02 3.752989684870013803e-02
7.849577172278841830e-02 6.587752173307769021e-02 3.885655160464850222e-10 3.411281116648053078e-10 7.699439986017118827e+02 -4.289212057766385033e-01 5.999999999999999778e-01 2.104519388481926377e-04 1.132706672578756439e+02 5.551719787307150822e-02
7.104607457787048830e-02 5.979901237243536588e-02 4.045033513505913790e-10 2.710235792580385167e-10 7.608113357091300486e+02 -4.194072801235108061e-01 5.999999999999999778e-01 1.959243307665491226e-04 1.236478318294694958e+02 0.000000000000000000e+00
9.129249746339751503e-02 6.366465338015787900e-02 3.059457495114979974e-10 3.920957637128693558e-10 3.333656871981008294e+02 -4.296468860543257717e-01 5.999999999999999778e-01 1.967955548893728286e-04 9.865164166958027181e+01 4.701942489554834098e-02
9.521364468312153162e-02 6.856951916572287531e-02 3.500041918744592859e-10 4.297646787021889659e-10 2.672626118386071425e+02 -4.345225098037134304e-01 5.635142228371161632e-01 1.903283764905457412e-04 9.061124557727515594e+01 5.609977981580387130e-02
7.171913128585669095e-02 6.979522616380900990e-02 2.521575487959125566e-10 4.419508689650685380e-10 3.358180332449828711e+02 -4.384665775820500988e-01 5.999999999999999778e-01 1.895740612341406401e-04 8.031510812987662007e+01 5.018430264669074270e-02
8.368311701055164420e-02 1.198287995486004426e-01 4.552702949442682321e-10 5.282610668987148056e-10 7.307157828316933319e+02 -4.315997224840802948e-01 4.000000000000000222e-01 2.073588767197719106e-04 3.795388381569013632e+02 2.000000000000000111e-01
7.533756677086625442e-02 6.924804698242506551e-02 3.278023923068342013e-10 3.776619058261034414e-10 3.091127860954119342e+02 -4.359326524067475561e-01 5.999999999999999778e-01 2.116802178309591686e-04 1.042723221743689805e+02 4.476127662050683603e-02
7.235350851185658183e-02 6.255662244074781941e-02 3.490437531028117831e-10 4.327269311593978401e-10 3.347229704598981925e+02 -4.330158622562153559e-01 5.999999999999999778e-01 2.097041990370448041e-04 9.708026368270711259e+01 4.747190768912877556e-02
8.370345586050008391e-02 8.441356052708814950e-02 2.917272608557437071e-10 3.767237913433061041e-10 3.271321419897644205e+02 -4.166124576616533348e-01 4.000000000000000222e-01 2.065199677575029651e-04 9.869894123503502215e+01 0.000000000000000000e+00
